"";"Parameter_2";"Parameter_type";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played.x";"Games_played.y"
"3421";"TPX Ivok";"Player";"Red";"mid";-7,02358568071066;-1,2602274343344;8,06224513851918;-23,4085666982987;22,52672529463;-878,781911511958;-3480,51118275986;NA;1
"3422";"TPX Ivok";"Player";"Red";"top";0,682214089821994;5,6995936006372;-2,87792182878133;-34,5865516269489;-10,2019552536734;-1417,97585615866;-2037,39925655161;NA;1
"3423";"TPX Mentos";"Player";"Blue";"mid";0,587546734166945;-5,57721439827812;5,16493227065279;0,197399685554189;25,9825195095494;1181,39401892416;-809,605751198319;NA;6
"3424";"TPX Mentos";"Player";"Red";"mid";3,79409588143101;-5,83612989462804;6,01005112878848;5,10742769616417;17,6851289501823;1079,04740367847;-475,248382487951;NA;5
"3425";"TPX Neramin";"Player";"Blue";"bottom";4,42564092485101;-4,39131731520605;4,35813683540647;-19,3011312456208;42,3146297997341;87,3991969457441;3165,86416531147;NA;6
"3426";"TPX Neramin";"Player";"Red";"bottom";6,86467925723557;-4,36791075472187;-0,187665689406327;-22,8681301900484;65,0852223938912;-405,378934849413;3273,90258460527;NA;4
"3427";"TPX Nikolex";"Player";"Blue";"jungle";3,51896750012912;0,826635012735693;7,75457477283195;-24,828490147772;-24,2398395584287;-1113,77139537325;1538,69108074192;NA;6
"3428";"TPX Nikolex";"Player";"Red";"jungle";5,36688164992518;-1,53194057522954;9,98661760271338;-31,4175454457836;-6,00295413009387;-795,299825557647;2654,11838134013;NA;5
"3429";"TPX Paparotis";"Player";"Blue";"bottom";0,997946252267977;-1,58955574695367;-1,59545416475451;-39,6960965103747;-14,1461824330294;-1683,19955793825;-1129,86927508342;NA;5
"3430";"TPX Paparotis";"Player";"Blue";"support";5,81096522657687;-10,1114318312025;28,7128087088139;3,47198490230874;4,19843842798253;1641,36094707245;4511,77614470263;NA;3
"3431";"TPX Paparotis";"Player";"Red";"bottom";5,14879185716944;-4,32134232703281;1,69465491795627;-27,8704158022234;21,1339578753603;-811,442395777756;1861,59417597007;NA;4
"3432";"TPX pr1me";"Player";"Blue";"top";1,34636130554257;4,68686361457366;-1,94082866949877;9,92518362620633;-7,07033215645748;287,309191452285;-1190,33389739867;NA;6
"3433";"TPX pr1me";"Player";"Red";"top";3,23106283316613;0,708938594571791;2,07720040227348;-28,3999009781053;-7,6549947363656;-1031,05745071345;958,892355447486;NA;4
"3434";"TPX Raizy";"Player";"Blue";"mid";-2,58026736721185;-2,09813313223394;4,22182159617441;-2,28342874019418;-15,0982441346592;424,100557926133;-3081,71535419147;NA;5
"3435";"TPX Raizy";"Player";"Red";"mid";3,75066792231907;-6,89314090324847;11,3615627788998;-1,07881640877152;0,216853461401142;1065,00664438274;-302,298970186374;NA;2
"3436";"TPX Seal";"Player";"Blue";"support";3,90274437860661;-8,8667366504852;28,0466400029817;0,0831552619525366;-0,919407548856497;1063,24702649723;3357,54854543596;NA;5
"3437";"TPX Seal";"Player";"Red";"support";4,57463136715731;-10,7587274757795;31,1774460559806;0,902143784013991;4,71699256307348;1012,06847519014;4051,55894149482;NA;3
"3438";"TPX Sparz";"Player";"Blue";"support";5,88289708370361;-11,6951394331015;33,465269423827;-3,90833941944343;0,746650421778266;1541,59308048293;5213,15845273372;NA;3
"3439";"TPX Sparz";"Player";"Red";"support";3,41290261125766;-9,9092465145754;32,248693663694;-2,05603301304778;3,748119256792;1053,2733206203;4020,40294151702;NA;4
"3440";"TPX TheSerius";"Player";"Blue";"top";-2,9033650647773;4,30205531778851;-2,95936159522055;-0,5581328554477;-40,7196791482987;-98,0579744555647;-3763,50545521147;NA;1
"3441";"TPX TheSerius";"Player";"Red";"top";1,78370971080594;2,66925847166239;4,11774241934932;-21,3697986151024;-22,3366162071432;-329,010339020416;-368,243335855192;NA;2
"3442";"Tristana";"Champion";"Blue";"bottom";1,93455369495064;-1,32384445585122;0,462899987655658;-1,92201638759426;-7,3055900241237;153,383096231526;1045,0065224092;52;NA
"3443";"Tristana";"Champion";"Blue";"mid";-0,0436655577744123;0,891070612183817;-0,887306671022541;-0,79047153680163;9,55169296464264;31,9377391120157;913,395785794702;52;NA
"3444";"Tristana";"Champion";"Red";"bottom";0,161919219311088;0,269844482774034;-4,2555780176917;0,158922869637607;-2,98903414815136;-162,968814652252;-191,600761736703;55;NA
"3445";"Tristana";"Champion";"Red";"mid";-8,63531331699232;0,280842445456369;-4,00471451074098;4,19027853274047;18,6027405373439;-1217,43215022482;-2490,00806853701;49;NA
"3446";"Trundle";"Champion";"Blue";"jungle";-2,04671341588218;-0,573849897091881;7,52861034117823;21,7385414459864;50,5555242646013;218,887537179966;1123,45031627466;5;NA
"3447";"Trundle";"Champion";"Blue";"top";-0,493743140823964;-1,59903211055924;1,7346310479927;11,8451093148157;84,0297000029689;963,97363962752;5610,3774208737;2;NA
"3448";"Trundle";"Champion";"Red";"jungle";-1,1118216538202;-1,26960087637269;1,85365755939497;-7,44894995890066;17,6254860723056;-472,500180470287;594,690163924625;3;NA
"3449";"Tryndamere";"Champion";"Blue";"mid";-1,41575462722223;0,742645107269806;-2,21462052902373;-3,62715341203975;2,98278988610877;-20,9367528259929;-662,852311472535;2;NA
"3450";"Tryndamere";"Champion";"Blue";"top";0,278261288965255;3,66603600497933;-6,39819410756327;35,6312647295033;65,0854868612994;1667,43241434157;2835,3286715142;2;NA
"3451";"Tryndamere";"Champion";"Red";"mid";-9,87182161259829;-0,24674302957105;-4,76378033270655;2,97863388638395;55,5548083193356;-1274,24172128336;-1737,79713961148;5;NA
"3452";"TS Nanaue";"Player";"Blue";"top";1,323942847971;0,0794344186969072;2,05914797442596;20,3633585066691;28,352771113828;972,457935672006;202,820108672122;NA;4
"3453";"TS Nanaue";"Player";"Red";"top";NA;NA;NA;NA;NA;NA;NA;NA;6
"3454";"TS Naviah";"Player";"Blue";"mid";-0,548229802247;-0,998445645894209;1,59325995346845;-3,63422890247872;-4,13640518021197;276,157638663081;34,8604713009352;NA;4
"3455";"TS Naviah";"Player";"Red";"mid";NA;NA;NA;NA;NA;NA;NA;NA;6
"3456";"TS Pain5";"Player";"Blue";"bottom";-6,1412453957964;2,26528413193991;-2,33709330030703;-23,9440108019947;-24,7542093752801;-2480,19958676343;-4230,79729911605;NA;4
"3457";"TS Pain5";"Player";"Red";"bottom";NA;NA;NA;NA;NA;NA;NA;NA;6
"3458";"TS Phuc1";"Player";"Blue";"jungle";-0,737742346186598;4,60435874095462;-7,58445649322833;-11,673347125404;-25,2314460620597;-507,141674358497;-1908,19166924435;NA;4
"3459";"TS Phuc1";"Player";"Red";"jungle";NA;NA;NA;NA;NA;NA;NA;NA;6
"3460";"TS Tahahy";"Player";"Blue";"support";1,62352797093409;-0,80361777610917;-3,97303659065872;1,35810225430216;-6,03965387356721;384,013113579916;-674,863778984703;NA;4
"3461";"TS Tahahy";"Player";"Red";"support";NA;NA;NA;NA;NA;NA;NA;NA;6
"3462";"TSC Exile1";"Player";"Blue";"jungle";1,49432931353545;4,05280454228373;4,51065558588347;-54,4761934305186;-74,1191424406366;-2395,8565596462;-1830,67800149879;NA;3
"3463";"TSC Exile1";"Player";"Red";"jungle";6,64597480643441;-3,1019825555099;12,0477767133261;-28,139081384601;-37,6097082309382;-831,089772655332;2044,13217374631;NA;2
"3464";"TSC Gaarfield";"Player";"Blue";"support";4,88692202526205;-8,06926148612541;26,2456751538832;-4,16342086747817;1,59614072536058;946,995125193282;3167,04301035977;NA;3
"3465";"TSC Gaarfield";"Player";"Red";"support";4,79489566841001;-11,5185330589851;35,4755056837687;-1,65989201082978;1,38507629386798;1322,00443265459;4356,5779459902;NA;2
"3466";"TSC helforca";"Player";"Blue";"mid";-0,794341646181342;-4,95664949390024;4,94057519273457;3,64242185573625;25,9211616058537;934,152322274942;-1994,00250691606;NA;3
"3467";"TSC helforca";"Player";"Red";"mid";-0,810391067139944;-10,1333518549114;15,9655397878896;9,74917198926961;68,9953530720066;2160,05235761278;-1328,16960238201;NA;2
"3468";"TSC Libra";"Player";"Blue";"top";-1,15714466373238;4,55434542197932;1,77000157173694;15,8886389741455;-21,9272438150695;576,158259678737;-2078,78479335046;NA;3
"3469";"TSC Libra";"Player";"Red";"top";0,124894312581022;2,89619342555935;6,85435290825273;-12,9548653668111;-40,1512189144152;-541,765936593622;-875,855217701731;NA;2
"3470";"TSC Yakkey";"Player";"Blue";"bottom";0,32779388561832;0,559804398646881;0,36871312788832;-32,6882783403625;-4,98815250328686;-1755,93859419285;-791,946812947529;NA;3
"3471";"TSC Yakkey";"Player";"Red";"bottom";8,75568343820457;-3,98880605922086;6,41758754537073;-4,99825060389776;79,9203738708673;-108,348063823138;4889,34942336572;NA;2
"3472";"TSW Dire";"Player";"Blue";"mid";-1,726427202208;1,66912646250035;-7,61968087856488;-6,80298922249795;-26,153029490026;-596,374273007888;-2146,72808166658;NA;10
"3473";"TSW Dire";"Player";"Red";"mid";-0,513968594308962;0,747231048357997;-10,6321641511159;-8,32107511472174;-7,75618351386434;-954,059883331309;-1663,53533310002;NA;9
"3474";"TSW Eddie";"Player";"Blue";"bottom";-3,46854359514283;-1,60513976170018;-0,00785744058179346;-8,97731968678848;12,1676447397403;-501,825630897093;-1326,34418149405;NA;10
"3475";"TSW Eddie";"Player";"Red";"bottom";-1,85081699464176;-0,788977957735935;-2,16682293192935;-7,89740743522782;39,9281362248874;-549,876590590342;555,61701372767;NA;9
"3476";"TSW Hiro02";"Player";"Blue";"top";-1,57935655339229;1,61232547888367;0,602942659682795;16,4221717342533;6,33732892028216;152,917632357341;-949,408917657795;NA;9
"3477";"TSW Hiro02";"Player";"Red";"top";-0,308207461091808;-0,345578077937663;-0,509378256597477;16,8503136731183;14,3423518215777;252,174505159366;1355,42700890432;NA;8
"3478";"TSW Hizto";"Player";"Blue";"jungle";0,605039848230397;2,51313465322822;-6,19971910579475;-0,133703600135949;0,406529097380135;-362,15512768271;-909,245519370291;NA;10
"3479";"TSW Hizto";"Player";"Red";"jungle";0,568601559612404;2,55001600652494;-6,50109135907604;3,25464557894037;16,7255352551718;-276,397369023992;4,34271791703464;NA;9
"3480";"TSW Steller";"Player";"Blue";"top";-2,83276122249157;4,4088095090189;-10,0188267983174;-9,40169404231045;14,5997710592116;-1071,25374471935;-3814,95519719878;NA;1
"3481";"TSW Steller";"Player";"Red";"top";-2,03009415763268;4,38507590394861;-0,478945735380713;-18,4203421638304;-82,5550157710034;-712,961914014149;-2496,14990768081;NA;1
"3482";"TSW Taki";"Player";"Blue";"support";-0,645848004267945;1,69638914776785;-3,61437476669524;-0,229088255723571;-3,33493593240729;332,350473713462;-898,156317611355;NA;10
"3483";"TSW Taki";"Player";"Red";"support";-0,961036376343356;1,15629396273109;-4,07365063397085;-0,807430075391669;-2,83865672029709;-63,2975481904485;-607,984774720503;NA;9
"3484";"TT1xn";"Player";"Blue";"bottom";-2,85259778862458;2,19927627681778;-3,26801955265319;0,894954840354526;-14,3305197136845;-392,132692730728;-2668,35356509959;NA;16
"3485";"TT1xn";"Player";"Red";"bottom";0,521869316623862;1,27279007353789;-0,838070987502542;7,25197353430984;-4,03117748552673;334,895388258816;185,325756932511;NA;21
"3486";"TTBeichuan";"Player";"Blue";"jungle";-0,175700040289283;0,691173865429751;-2,1664007513038;8,0230780357547;16,3397888547914;267,6578719369;-437,084859508881;NA;15
"3487";"TTBeichuan";"Player";"Red";"jungle";-0,661863913653235;-1,34374497238895;1,25971436171027;14,289680910377;31,0318917150292;257,598713899509;697,458829676968;NA;20
"3488";"TTFeather";"Player";"Blue";"support";-0,894541173340944;0,443324573099608;-0,0254862660126019;4,07163566052911;7,92282100898933;-231,031204427316;-661,614731247916;NA;16
"3489";"TTFeather";"Player";"Red";"support";-0,315031271182231;0,10243413524467;0,214669335448018;5,15466562150444;9,13991058361768;-222,268965311874;-13,5488231275219;NA;21
"3490";"TTHOYA";"Player";"Blue";"top";-0,319727763902286;0,910885178664329;-4,89891127610572;-0,553638110213599;0,406550956342761;-121,919956969339;-1631,35376602917;NA;16
"3491";"TTHOYA";"Player";"Red";"top";0,221840872833587;0,138407353653132;-0,349609275456183;-15,3268585314677;-1,69634427358972;-344,615287493169;131,711285940859;NA;21
"3492";"TTSeTab";"Player";"Blue";"mid";-2,80219750577188;2,66153730543428;-0,910485993468548;-10,3447966025427;-15,2096368974135;-452,314654262969;-1791,37166272804;NA;16
"3493";"TTSeTab";"Player";"Red";"mid";0,622482556526438;0,5225052496495;-1,48583564352233;0,154350379239447;4,18986054635586;-82,2250363258008;408,036226926285;NA;21
"3494";"TTxiaohuangren";"Player";"Blue";"jungle";-3,30783435294277;4,58276623303604;-13,0433070581773;2,05890848347252;-3,59263710044195;-356,331210312314;-2211,14232541262;NA;1
"3495";"TTxiaohuangren";"Player";"Red";"jungle";-2,27859022374092;-2,16967182384929;1,8113261699292;-2,83083540641272;-11,148547816025;-405,780765744299;-915,409319161596;NA;1
"3496";"TwistedFate";"Champion";"Blue";"mid";0,375676632646387;-0,541758673647494;-0,917513958366293;-2,37781623668857;-12,8257043685452;682,884001426722;1093,72507470882;4;NA
"3497";"Twitch";"Champion";"Blue";"bottom";2,44462754649451;-1,11168309356594;-0,467545590324416;-14,4262649407404;-25,0811565534628;-1026,15938045548;60,0334716441902;5;NA
"3498";"Twitch";"Champion";"Red";"bottom";-0,263704942706406;0,761215673402363;-3,15624995077125;-13,4561591181573;-20,4419149320305;-935,539603376024;-830,69817827436;6;NA
"3499";"UCAM ANDARIEL";"Player";"Blue";"bottom";6,92212612842112;-0,934195646713978;3,62966150043851;-30,4153935883434;-7,60769756833124;-1426,4986557032;1005,73361255345;NA;10
"3500";"UCAM ANDARIEL";"Player";"Red";"bottom";7,59622939451592;-1,41974714162729;3,52771882169791;-22,3488403679887;4,31901460031572;-624,732410251508;2879,30891404447;NA;10
"3501";"UCAM ESCIK";"Player";"Blue";"mid";-0,472368264643322;-3,80802560949434;6,61288953095127;-13,8989020598943;-13,3218410048851;246,209348850799;-2808,42886594218;NA;10
"3502";"UCAM ESCIK";"Player";"Red";"mid";3,08434157639919;-6,24766893275003;5,94968392884384;-0,0801641769954338;8,64825586365964;646,737750861274;-56,9515132960804;NA;10
"3503";"UCAM iLevi";"Player";"Blue";"support";4,26431814644755;-14,1482961205192;29,5116364142754;0,814997671785077;5,66010030294251;853,444163281745;4364,97014700738;NA;10
"3504";"UCAM iLevi";"Player";"Red";"support";3,69912099653925;-13,1675625500039;28,539897920097;2,49702538730541;7,90354137298589;694,151967624498;4296,63794283674;NA;10
"3505";"UCAM Koldo";"Player";"Blue";"jungle";4,6685886036818;-0,358839502026399;9,52548048320202;-19,8092331778558;17,0888647370798;-762,194659362453;2116,67558400443;NA;10
"3506";"UCAM Koldo";"Player";"Red";"jungle";4,70523523121931;-2,08547565799073;11,3624166451126;-14,4006721464429;15,1261614010533;-509,68150974415;2745,77288128563;NA;10
"3507";"UCAM Sinmivak";"Player";"Blue";"top";1,51300424375929;1,57877543875883;3,47956446534882;7,20854435949723;-9,33907213645176;74,8590986463359;37,0464796261374;NA;10
"3508";"UCAM Sinmivak";"Player";"Red";"top";2,24426932951238;1,22976994652151;4,86289747789796;-2,48807628805121;13,3004351260071;-438,073288872592;1798,52708416329;NA;10
"3509";"Udyr";"Champion";"Blue";"top";-0,654379853059589;1,5475125992464;-1,62723805059592;-6,04907984020502;-32,5464602006327;99,9668223536278;-1040,35535124824;19;NA
"3510";"Udyr";"Champion";"Red";"jungle";-1,39941267646718;-4,53720843913558;9,21444958005091;-9,80219683643537;38,3823273090562;-84,1913711204408;2316,81023385033;1;NA
"3511";"Udyr";"Champion";"Red";"top";-0,879728445636846;-0,0488515234211711;0,660694078871823;1,90827791877603;-13,3788407211786;-9,23296372649772;-359,809747569376;13;NA
"3512";"ULF Chasy";"Player";"Blue";"top";4,72741849279049;-4,09129386125459;6,79304618929016;19,8305862998148;30,1411097584094;1280,77683192493;1947,04891597444;NA;7
"3513";"ULF Chasy";"Player";"Red";"top";6,81977867300677;-5,30727868536115;9,44579509900899;-2,39966680769294;31,3620371242239;916,485615131645;4458,50774681578;NA;4
"3514";"ULF Gori";"Player";"Blue";"mid";6,53720465242301;-8,14749224724749;18,3896437994617;-4,52073331228464;3,43546321184572;1728,3264732559;2472,69339968416;NA;7
"3515";"ULF Gori";"Player";"Red";"mid";9,42632218743506;-9,20940515579396;15,5122172554589;10,2517327210649;28,0358705936238;1997,8468593259;4094,86094684436;NA;4
"3516";"ULF GRAVE";"Player";"Blue";"bottom";10,0935375168346;-2,56079740254769;0,948207038070476;-23,4842259770807;46,5361699428002;-360,820076156042;4507,3480451576;NA;14
"3517";"ULF GRAVE";"Player";"Red";"bottom";13,2924667487818;-3,5686403387298;3,88450106827098;-20,0624469213718;50,5446517883979;8,54390958108876;6368,78550951929;NA;10
"3518";"ULF IlllIma";"Player";"Blue";"top";2,28525713542591;-0,731701053191823;1,67274345170536;19,0803589507474;20,6817858688106;1105,82823595566;636,537637760358;NA;7
"3519";"ULF IlllIma";"Player";"Red";"top";5,3777762265337;-2,24844149601468;5,47974775046464;10,332179798237;40,9293641522704;944,471625485845;3809,83528655324;NA;6
"3520";"ULF Joexy";"Player";"Blue";"support";3,52375467498064;-14,1812051885136;37,0585372847514;0,0769019739297258;2,49091407541553;1317,09158707942;5057,49545466105;NA;7
"3521";"ULF Joexy";"Player";"Red";"support";2,79697690257587;-14,0120353185591;41,0764741487102;3,72611358709231;1,88209349115514;1135,8034695667;4776,57736311767;NA;6
"3522";"ULF KIREAS";"Player";"Blue";"jungle";11,4801524689318;-8,79660640237478;15,5566330589939;-4,15253888758276;35,1242544426758;218,488280266991;5923,57292870073;NA;7
"3523";"ULF KIREAS";"Player";"Red";"jungle";10,0372683038144;-10,0417319925696;25,4242589413664;-0,459034547540857;44,0585626814355;-268,404322275114;7065,34252261465;NA;4
"3524";"ULF Mxe";"Player";"Blue";"support";3,18222280558047;-15,3427993212309;45,7581105367195;0,26432435710256;6,84424383119729;1535,62499644474;6451,30197017272;NA;7
"3525";"ULF Mxe";"Player";"Red";"support";2,84611025008736;-15,6751286347861;47,8438186374288;0,0238739928781436;2,42377742910822;882,753768665526;6194,34222814976;NA;4
"3526";"ULF Ophelia";"Player";"Blue";"mid";5,43981472988201;-5,80625839998432;10,7012492522885;-16,5298434857645;-20,2616578218053;1304,9253126249;820,500939467914;NA;7
"3527";"ULF Ophelia";"Player";"Red";"mid";6,17796219135214;-7,44419514245036;13,4437574622305;-5,63371307455459;-23,3908679385131;1315,52872275871;649,862233867591;NA;6
"3528";"ULF Stefan";"Player";"Blue";"jungle";6,37554429944103;-3,43145639949125;10,3998828050748;-7,43317805418023;2,83816642489029;-400,902419893797;3144,13274401641;NA;7
"3529";"ULF Stefan";"Player";"Red";"jungle";6,08955458564973;-5,87497832552913;14,7530251951843;1,92712492742172;35,4980089015489;-306,519105399402;3978,81072743912;NA;6
"3530";"UNIT Bobsik";"Player";"Blue";"top";-3,78821589459077;1,10187662850537;-2,83054558759341;11,9087119885348;-45,8490065839781;-765,246199687791;-5292,63260535301;NA;6
"3531";"UNIT Bobsik";"Player";"Red";"top";0,0960399486614417;1,87568558776888;-0,43736211791556;-7,72416535329051;-44,432533034252;-1182,28481287515;-2724,99372729077;NA;9
"3532";"UNIT Daksider";"Player";"Blue";"bottom";6,64274828276706;-0,75602721494533;2,03730974962365;8,58793651823309;16,3852389370644;579,502955780341;1305,91826362006;NA;5
"3533";"UNIT Daksider";"Player";"Red";"bottom";8,78714639491798;-1,81172480515393;1,7382546385376;15,7452464486163;44,3898988535188;791,067006208805;4402,35342881389;NA;5
"3534";"UNIT Notiko";"Player";"Blue";"bottom";1,04338889587096;-5,87415880544111;-1,24462311553581;7,50900216607472;-19,9773674122745;657,352506470105;307,951771976974;NA;1
"3535";"UNIT Notiko";"Player";"Red";"bottom";13,2442636614971;-4,59390755512069;1,92838532343775;19,7881089452484;70,4104664032084;1599,78851060926;6544,7217195337;NA;4
"3536";"UNIT Oleg";"Player";"Blue";"jungle";2,2910465220208;-0,909891620373246;-1,58679857599811;18,7299378919997;49,1347743866287;760,016060849934;1453,985515568;NA;1
"3537";"UNIT Oleg";"Player";"Red";"jungle";3,60942224899066;-3,13908737584458;14,3724827239029;-20,5747054479595;7,68700111774351;-1066,98092808948;866,74883354452;NA;4
"3538";"UNIT Robko";"Player";"Blue";"support";NA;NA;NA;NA;NA;NA;NA;NA;1
"3539";"UNIT Robko";"Player";"Red";"support";4,26243244598861;-10,4522475978438;33,5327183287433;7,39991677068277;6,32452484433052;1824,7958795782;4152,66662721308;NA;4
"3540";"UNIT Sojo";"Player";"Blue";"jungle";3,78137326761064;0,788325815919481;6,03905183870349;-30,1177406458005;-26,5557106934765;-770,764693751275;-771,896126865659;NA;5
"3541";"UNIT Sojo";"Player";"Red";"jungle";2,72477758464778;-1,30524351553636;9,00991373141374;-31,1279035999973;-15,9249043443261;-1324,57554510822;-297,246222910915;NA;5
"3542";"UNIT UniqueCORN";"Player";"Blue";"mid";2,61180464225698;-4,19958478922124;9,92644187229503;-1,56740311378132;12,9854171353021;1622,5171450533;-2193,15331136025;NA;6
"3543";"UNIT UniqueCORN";"Player";"Red";"mid";4,69343393478889;-7,45561307733504;7,16066747077583;6,85628918448987;54,3873199945759;1497,2724182054;389,502894916744;NA;9
"3544";"UNIT Wuis";"Player";"Blue";"support";4,42000471349494;-11,4048045786621;30,4351399767888;2,06486800301127;-4,02554079422409;1258,01124506128;3134,28285075469;NA;5
"3545";"UNIT Wuis";"Player";"Red";"support";3,78654823628968;-10,1709018724428;28,0507684987363;5,84636314639678;2,06730418862697;881,519007184861;2852,85754014742;NA;5
"3546";"UP1Jiang";"Player";"Blue";"top";-0,409060834905173;0,918362232960313;-3,57440928447161;14,353808957697;13,1794276114213;148,064017272097;-1443,42159257274;NA;10
"3547";"UP1Jiang";"Player";"Red";"top";-1,19472055772918;-0,283749625804453;-0,857067200851132;-2,84095679289559;0,21877111827473;-51,53843099655;-534,290131141234;NA;17
"3548";"UPJunhao";"Player";"Blue";"jungle";-1,72581731479264;1,08997956021655;-3,20485200051613;5,15178233776906;0,239816203862803;160,542903455038;-1351,18178455273;NA;10
"3549";"UPJunhao";"Player";"Red";"jungle";1,5438422229577;-1,34152878423838;-0,472951292184489;6,70947771005619;21,7177342857241;531,065095472996;891,200033640559;NA;17
"3550";"UPRosielove";"Player";"Blue";"support";-0,942438554383354;0,882789140649431;-0,43069957042723;8,88973959661807;11,4739320327221;-493,581229521067;-737,200787713829;NA;2
"3551";"UPRosielove";"Player";"Red";"support";-1,13793506215216;1,33640317603641;-0,544853866615932;6,53719216782001;4,63258248935759;-437,42121736112;-919,862883458857;NA;6
"3552";"UPSaber";"Player";"Blue";"mid";-2,2103945576873;2,91055065172172;-1,94389431596004;-18,4895212841109;-32,9894796456376;-585,318239073568;-2449,79466921427;NA;10
"3553";"UPSaber";"Player";"Red";"mid";0,0605394875092369;0,344404598453802;-1,18589143602763;-9,81009992617235;5,66043476807765;-495,462748228753;-273,931906482597;NA;17
"3554";"UPWako";"Player";"Blue";"bottom";-4,1398332710943;2,45675653643754;-2,69008798680121;-5,51015023420981;-30,2448905496211;-584,137093533045;-3586,4783519702;NA;10
"3555";"UPWako";"Player";"Red";"bottom";0,505156490117124;1,49230220457697;-0,701567546661544;15,6075146441227;-2,46505433753152;365,889427695558;-181,674720337256;NA;17
"3556";"UPXiaoxia";"Player";"Blue";"support";-0,0492201939322231;0,786210736980238;-3,29500026183027;-2,13898172486875;-4,2051027440444;-93,2201196577046;-585,907140595221;NA;8
"3557";"UPXiaoxia";"Player";"Red";"support";-1,18478667447877;0,311812159800102;-0,110432103254577;3,24446824894165;2,64857699685922;-525,322724078921;-862,827636541739;NA;11
"3558";"Urgot";"Champion";"Blue";"top";0,55811175397429;0,831173704559709;-1,39480616757293;8,00229663291191;-3,08459587046799;361,63508055626;-195,142316014504;4;NA
"3559";"Urgot";"Champion";"Red";"top";-0,933908067298639;3,61643016182376;-3,72229199470857;-11,2327762983984;4,67167946085377;-172,371457862118;283,906819802879;3;NA
"3560";"USE DenVoksne";"Player";"Blue";"bottom";8,20231394140616;-3,87876901786163;5,35241240424044;-30,8871399421587;7,89387377889882;-204,943541368886;2404,66251869495;NA;7
"3561";"USE DenVoksne";"Player";"Red";"bottom";8,45716695381059;-3,11811229474316;5,65214958533424;-21,8616632051553;29,6152350179465;-292,840184999398;3125,13762406969;NA;12
"3562";"USE Fornoreason";"Player";"Blue";"top";2,33462098879552;0,446338452920785;1,91560395396849;25,12228050549;1,02710120278223;673,377342466168;-594,079789454092;NA;7
"3563";"USE Fornoreason";"Player";"Red";"top";2,18500729819002;2,13218328407402;1,20400231060666;12,5662366729223;3,35921873539898;-247,019255366599;589,192631203319;NA;12
"3564";"USE seaz";"Player";"Blue";"support";7,10259370608122;-14,4364060614589;33,6092323493202;0,603987541455852;-1,56990826350805;1754,73246632504;4961,74992458598;NA;7
"3565";"USE seaz";"Player";"Red";"support";4,9862937082475;-13,3335770793955;31,4201016647993;0,435281117136989;-4,32749719779574;1211,14603681983;3850,26380303645;NA;12
"3566";"USE Simpli";"Player";"Blue";"mid";2,3237934711207;-7,24941874727509;14,4726867492997;-12,7370638381642;17,6798027184554;1009,04186034025;66,6411564738217;NA;7
"3567";"USE Simpli";"Player";"Red";"mid";3,82359041776422;-7,04516322733604;9,01130825266234;5,07689145277316;32,9839760982841;1599,59680505903;500,745266835928;NA;12
"3568";"USE White";"Player";"Blue";"jungle";8,9730656207575;-2,30005156212279;14,8255594770543;-10,8764120703416;-21,8229391572043;358,245549586984;2922,13615573988;NA;7
"3569";"USE White";"Player";"Red";"jungle";7,80914958801487;-3,93322955057233;14,050718248851;-1,48451599854419;-8,33811347173953;165,714448812142;3121,28999565689;NA;12
"3570";"UW Dionelux";"Player";"Blue";"top";-0,538017523067223;2,20573099794143;-2,83436188351079;1,67109903295857;-2,19933925296253;-34,9496507087419;-1681,28208209043;NA;3
"3571";"UW Dionelux";"Player";"Red";"top";0,764615726759537;1,21118182063022;6,13503205648878;-19,6403848108118;-24,7908408208838;-561,272837419428;-116,380529107772;NA;1
"3572";"UW Inzuh";"Player";"Blue";"mid";1,98006372783713;-5,56134991129053;3,89149035031001;-15,5055666225264;-11,6661573744936;149,125681298805;-2143,17978660305;NA;3
"3573";"UW Inzuh";"Player";"Red";"mid";0,55355351895724;-4,01771460208689;3,22803277969769;-33,00262491003;26,1121621194586;-919,908578185314;17,0964105428641;NA;1
"3574";"UW Jeykup";"Player";"Blue";"jungle";3,13528841908351;1,99329380450163;3,76481907782833;-12,5278652755213;-41,0152039749931;-1446,8822045917;-690,471310988932;NA;3
"3575";"UW Jeykup";"Player";"Red";"jungle";3,19822425017439;-0,464724089051253;3,7643465687182;-33,1340037682622;-15,9309219969958;-2369,5355343694;577,048081478382;NA;1
"3576";"UW MattyNarcy";"Player";"Blue";"support";3,23738560027161;-7,36266406371268;16,495802553827;5,74231043545328;5,90204094170481;219,647922562902;1392,75447982266;NA;3
"3577";"UW MattyNarcy";"Player";"Red";"support";3,26902953488084;-8,66164217130861;13,4276276217331;11,0503356332446;20,3566371863689;-637,416016539777;1639,62551571104;NA;1
"3578";"UW Zewih";"Player";"Blue";"bottom";3,80019104352217;1,05109602582499;-0,403860833421663;-28,8901445804174;-27,9782820297512;-1239,09518618621;-1856,76740545465;NA;3
"3579";"UW Zewih";"Player";"Red";"bottom";3,95053032137045;0,970192405906881;-1,67650729947396;-25,1624902271839;-17,0407041843064;-1873,72770079859;-1043,82275347292;NA;1
