"";"Parameter_2";"Parameter_type";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played.x";"Games_played.y"
"3580";"V3 89";"Player";"Blue";"jungle";-8,55959291082354;1,27838608479453;-13,1639642985397;11,7702043048316;-12,8272178526754;-307,569110774163;-3965,71655933172;NA;1
"3581";"V3 89";"Player";"Red";"jungle";-6,58006087721081;7,38541984619666;-1,81762979294943;-8,30379371273565;-78,1674328746403;-303,653402857184;-4623,9945784634;NA;1
"3582";"V3 ezman";"Player";"Blue";"bottom";10,8020057188591;-2,13690706081635;-13,4595164707166;102,790860865495;120,910099301442;3090,94767894659;3236,37589065483;NA;1
"3583";"V3 ezman";"Player";"Red";"bottom";5,87191550160225;0,337977682155936;-7,5878095497023;8,29670247056442;57,9680823358228;894,798605386063;2562,06289525073;NA;1
"3584";"V3 Sh1vq";"Player";"Blue";"support";-0,496685684705829;-1,72597298924593;2,60197505712443;-4,75992954988542;-2,37647645178533;-534,057986258938;-1072,4428548526;NA;1
"3585";"V3 Sh1vq";"Player";"Red";"support";-0,495497994419463;-3,89245549072626;7,48129305881213;3,45213517840528;11,476142155457;261,313730230889;-748,844770956248;NA;1
"3586";"V3 sucuranbul";"Player";"Blue";"mid";2,68039365187847;-0,920487378444631;3,32801339139994;-27,0128959189165;-32,7694010426846;-467,791136998155;-1600,82037270829;NA;1
"3587";"V3 sucuranbul";"Player";"Red";"mid";6,12450279933271;-5,81806997441633;3,06559583997412;-3,66740450242667;-72,1612935728131;264,235818017823;-879,235468120946;NA;1
"3588";"V3 Taicho";"Player";"Blue";"top";2,08567146483341;1,29106004160952;-6,19270373308549;8,26547156328328;9,29607506711628;342,544412093845;-1095,40702788451;NA;1
"3589";"V3 Taicho";"Player";"Red";"top";1,29999319211236;2,04717260751633;-4,82197313403174;12,9730866592607;-39,2843033957128;184,453329387131;-2186,29505729294;NA;1
"3590";"Varus";"Champion";"Blue";"bottom";0,832529527349027;-0,632010208443242;0,86322070487924;10,7325664187811;-10,5353710784073;313,091563081235;404,584285476338;356;NA
"3591";"Varus";"Champion";"Blue";"mid";-1,62300799616486;-2,4553259463455;-4,48457627456487;-15,2042378082155;9,72251988924952;100,179538099079;-2828,18418707225;1;NA
"3592";"Varus";"Champion";"Blue";"top";0,929403461089193;0,442968068835644;1,10395304885683;23,3757267133806;33,2400008280916;489,015429446266;1917,2365086852;5;NA
"3593";"Varus";"Champion";"Red";"bottom";-0,113984677461791;0,385763269301417;-2,30774124169764;6,52245357987102;-7,31640991460743;-61,1670472090107;-644,784865724332;397;NA
"3594";"Varus";"Champion";"Red";"top";-0,179577670561793;1,5630671591577;-2,35005246733665;-9,32393961631854;12,0588535237549;-992,896370499621;277,527603477281;1;NA
"3595";"Vayne";"Champion";"Blue";"bottom";4,05472232111843;-1,55240604325965;-2,39064536961783;4,35982541494933;-24,4458267843948;8,86853507824433;742,212078914216;3;NA
"3596";"Vayne";"Champion";"Blue";"top";-1,96987712720087;4,32156249646352;-3,54446413712239;-4,12608789892081;-39,1959854484361;-379,447677469965;-2391,41826200201;4;NA
"3597";"Vayne";"Champion";"Red";"bottom";-2,59224718003231;1,39278964351;2,01762260784299;30,3323420196556;-32,3719331441775;-2731,94209864032;-2194,19973731165;2;NA
"3598";"Veigar";"Champion";"Blue";"mid";-0,89543994506303;-0,179742536299483;2,86089157376307;-3,70849403075855;-33,4344418203662;-513,019806407754;-3422,64423131308;1;NA
"3599";"Veigar";"Champion";"Blue";"support";0,861841748366571;-7,53932515562188;16,6592884444707;-7,02242227181944;-9,90212392773146;-222,509054093188;1483,16795917882;1;NA
"3600";"Veigar";"Champion";"Red";"bottom";-6,74850047764023;5,77145402140586;-17,41119692611;8,73257625237321;-44,1464323868552;-888,300115155477;-5198,29573725472;1;NA
"3601";"Veigar";"Champion";"Red";"mid";-7,31007372724332;-0,746271894796693;-9,8283574250451;14,3105774761486;17,1369635518245;-779,533678215701;-2996,48365983237;3;NA
"3602";"VEL BEEHIV3";"Player";"Red";"mid";6,77148109443808;-6,5595829960548;8,31143955461309;-7,79767636836715;48,0661766689251;272,827157384924;4743,62794116905;NA;1
"3603";"VEL fuki";"Player";"Red";"support";0,591528757458972;6,33206486138064;3,69115701640512;0,360294082093408;-5,42620461282935;-598,796612155282;351,386720428332;NA;1
"3604";"VEL Lambda";"Player";"Red";"top";NA;NA;NA;NA;NA;NA;NA;NA;1
"3605";"VEL Skinny";"Player";"Red";"jungle";-5,82277411775386;0,675341025932676;9,432476269167;1,35062209952882;-39,5496401613247;400,917768908955;-2313,7772113839;NA;1
"3606";"VEL tetu";"Player";"Red";"bottom";7,93420694304454;-3,31413384830851;-5,27597171092027;-26,1201587171866;-61,0244683778175;-62,7491952242875;2549,80221853473;NA;1
"3607";"Velkoz";"Champion";"Blue";"mid";4,37041209537266;3,63763602154396;-3,98780786715602;10,2251381288363;-38,3294710829741;67,1677129731718;1067,28954075678;3;NA
"3608";"Velkoz";"Champion";"Red";"bottom";-3,66537915655488;0,677086084252751;-0,692227612018712;11,7965468984836;-19,5111795210956;-276,264568732664;-3201,61714165216;1;NA
"3609";"Velkoz";"Champion";"Red";"mid";-6,14991251324112;-1,24567519019254;-2,76386198868208;15,4752703002765;-1,24028308136913;-929,348825293987;-2383,8987358516;5;NA
"3610";"VER MAXI";"Player";"Blue";"top";NA;NA;NA;NA;NA;NA;NA;NA;1
"3611";"VER Mishi";"Player";"Blue";"bottom";7,74231693501569;-0,904261334217243;3,66964234917035;-34,6138651809607;41,1834949396643;-873,478061193382;2292,93243462351;NA;7
"3612";"VER Mishi";"Player";"Red";"bottom";10,8500199991122;-1,44302928129571;5,12267226507473;-28,7899318690858;57,5092144338087;-632,513637234575;4874,85721634281;NA;5
"3613";"VER NoName";"Player";"Blue";"jungle";7,15267025673837;-4,16808132432591;8,9165895043025;-15,2957512972937;23,4298412477589;-154,796730695838;3095,92413861594;NA;7
"3614";"VER NoName";"Player";"Red";"jungle";7,07574455469365;-7,27757538461556;14,961929292974;-12,6193171386573;26,8457554414223;-222,241854041458;4373,4725729823;NA;5
"3615";"VER Noodle";"Player";"Blue";"jungle";9,46490408929445;-0,277909382820183;6,53402850334036;-37,0473363661751;-25,0839295284259;-907,020353258252;1895,29221045988;NA;2
"3616";"VER Noodle";"Player";"Red";"jungle";8,47180076090331;-8,36649989600927;17,5024399389852;-17,8695226807136;17,3117168244805;-347,323042359334;4328,66235287084;NA;4
"3617";"VER Obstinatus";"Player";"Blue";"support";3,0281024307551;-11,9388574686725;33,5880237389464;4,70403368266979;7,9187943629887;1066,71323693466;4203,80733322351;NA;9
"3618";"VER Obstinatus";"Player";"Red";"support";3,42885052817059;-13,7349004126858;41,7358258274025;4,92345183490584;2,58216283592552;923,436705691367;5452,86579956772;NA;9
"3619";"VER Papiteero";"Player";"Blue";"top";4,41201437777616;1,89660149035835;-0,458232506848709;20,5734515418738;12,5821005395656;551,645480840648;-28,8573333489145;NA;6
"3620";"VER Papiteero";"Player";"Red";"top";5,78696256206536;-1,05588492578036;5,76976008642524;10,6643241055451;14,2100437847634;538,396082404073;1608,12162454615;NA;5
"3621";"VER Ronaldo";"Player";"Blue";"mid";1,15958635176728;-7,13922500408243;13,9731206160229;-6,82979119998153;-15,2167946182793;1629,35832932599;118,748901803999;NA;7
"3622";"VER Ronaldo";"Player";"Red";"mid";6,59493939691477;-10,6185389127393;10,76439501236;6,32371505826255;45,139650513103;1775,76916972096;3279,36266982295;NA;5
"3623";"VER Sencux";"Player";"Blue";"mid";0,137308615476989;-5,73712275784483;11,1696817774851;-4,9776071900211;15,726395736113;1336,75699772833;105,89778024351;NA;2
"3624";"VER Sencux";"Player";"Red";"mid";7,83008650138693;-9,92996450584153;15,3580146085135;23,3451859468923;52,3591826100352;2300,40154389643;4641,58224204464;NA;4
"3625";"VER Shiganari";"Player";"Blue";"bottom";4,12177181846833;-0,703568508889995;1,34488366341069;-34,9376986615003;53,4283598988816;-1016,70889098191;2297,68488813991;NA;2
"3626";"VER Shiganari";"Player";"Red";"bottom";8,6748080983272;-0,714542276248552;5,92546157432471;-24,5424590263926;31,5389768083075;-743,621890378451;3453,52703226234;NA;4
"3627";"VER Tayron";"Player";"Blue";"top";2,5542881794375;5,03690365697421;5,60087130822916;-7,32875281053367;-50,4119017839649;-955,749982999245;-2176,98622245265;NA;2
"3628";"VER Tayron";"Player";"Red";"top";8,73030419100965;-4,8332419990154;6,20991668483287;0,695433389563395;28,771128979776;305,46884876577;3814,50070112768;NA;4
"3629";"Vex";"Champion";"Blue";"mid";1,88907250902396;0,743048798476779;-0,00810771617661448;-2,94047611761595;9,41758355885247;186,473112441606;656,929831631411;7;NA
"3630";"Vex";"Champion";"Blue";"top";-2,98693605736981;-2,62535239092901;-1,18054450574552;15,9144246449577;15,2597841049809;128,222608718333;-389,969714564036;1;NA
"3631";"Vex";"Champion";"Red";"mid";-8,3256124444077;-0,58154944317477;-5,16925682847647;10,7757175664162;19,2576563941213;-406,218314267155;-3250,42571181861;2;NA
"3632";"Vex";"Champion";"Red";"top";-0,986931098534727;-1,44547791720856;0,47426374195587;16,9874878222733;23,0455414173425;632,670450950052;-126,903693468578;1;NA
"3633";"Vi";"Champion";"Blue";"jungle";-0,509603365848297;1,11460253106332;5,12824987584546;13,6519654393565;37,1487687820214;-321,584264249301;1243,21208210599;272;NA
"3634";"Vi";"Champion";"Blue";"top";-0,550688089119352;4,25147682193522;-7,33008033053957;14,9413517039005;-93,278985551181;-768,799774319526;-2968,40102106066;1;NA
"3635";"Vi";"Champion";"Red";"jungle";0,220758256785615;-0,429569065183983;1,00170231359829;-6,14563352104058;-10,3023539219828;-74,999572210133;-20,9735780321909;297;NA
"3636";"Vi";"Champion";"Red";"top";2,68906844738489;2,74302559296993;2,34218967157386;-18,8430580616232;-58,7437338711701;-341,484152074556;-747,647548281128;2;NA
"3637";"Viego";"Champion";"Blue";"jungle";0,890507913085837;-0,0219839750775687;5,04183541444406;19,1071457167809;58,5543841162563;-132,76191479445;2334,41617222815;119;NA
"3638";"Viego";"Champion";"Red";"jungle";1,66098694424244;-0,96374583001083;-0,668985627030487;1,39535092354106;5,06311520807518;243,24518124808;659,616375274571;124;NA
"3639";"Viego";"Champion";"Red";"mid";-8,49318159500267;-1,01119973872517;-0,393684743805913;7,625171713805;12,7193551873651;-1168,59941029493;-3072,77460357511;2;NA
"3640";"Viktor";"Champion";"Blue";"bottom";-8,65781808047749;7,76531670787959;4,35218538964144;-39,9764410532947;-128,977577486617;-1037,15205519415;-3848,67975582416;2;NA
"3641";"Viktor";"Champion";"Blue";"mid";-0,326655515724371;1,14148298055451;-1,89675806001383;3,6222540653902;5,52873357711467;-62,9287830451377;31,6032539616721;197;NA
"3642";"Viktor";"Champion";"Red";"mid";-8,99591230848297;-0,085902598452866;-2,36803212887769;7,09859806325422;10,7068874574218;-1318,8298596906;-3258,83366954991;208;NA
"3643";"VIT Carzzy";"Player";"Blue";"bottom";-2,00977137068448;-0,704291355341521;0,75068878340268;0,683993198947936;8,32009463363269;-521,05436941766;-476,537915203949;NA;12
"3644";"VIT Carzzy";"Player";"Red";"bottom";0,97299233032839;-1,16175547606468;2,78428405989521;12,4733467495338;38,1974705567331;447,025982845536;2088,56867853349;NA;13
"3645";"VIT Czajek";"Player";"Blue";"mid";-2,59706365825878;0,53679060697848;-3,43470608562013;-5,7731700257548;-27,3155494916815;-420,036244693504;-2364,04148242897;NA;12
"3646";"VIT Czajek";"Player";"Red";"mid";0,566414660747622;-1,08311584837828;-4,40820678918467;-6,01448455129113;-18,5957850066381;-573,412183269225;-610,261508792945;NA;13
"3647";"VIT Hylissang";"Player";"Blue";"support";0,253571632777538;3,84404629941234;-3,00704191204316;-0,0363334592095143;-6,16110977734062;-219,944697493545;-1197,53816340787;NA;5
"3648";"VIT Hylissang";"Player";"Red";"support";1,17437735089929;0,325410106694448;-2,04764806689127;-1,33905349891194;-6,83154858096513;-37,5081767602785;57,2865586516554;NA;7
"3649";"VIT Lyncas";"Player";"Blue";"jungle";-0,673187933941646;4,03503741244881;-4,53166129239474;-14,5555407346446;-42,029219465198;-439,856661950051;-2313,09060004577;NA;12
"3650";"VIT Lyncas";"Player";"Red";"jungle";-0,135675896332017;0,689074379631489;0,392602071658217;-5,12757843351796;-34,8745412993465;45,7096231033866;-707,464970824082;NA;13
"3651";"VIT Naak Nako";"Player";"Blue";"top";-0,0189400804924053;-0,0581622880135094;-2,08326004394183;21,4414557833442;35,8438662415966;745,92675730329;243,770036461722;NA;12
"3652";"VIT Naak Nako";"Player";"Red";"top";0,939351470031201;-1,73907628936528;3,05446080972342;15,4082088694975;27,5726639350697;476,78075379002;1947,67332796617;NA;13
"3653";"VIT Nisqy";"Player";"Blue";"support";0,164179173528806;2,20155346442001;-3,93997998219808;-7,2649271443464;-15,9236217069293;-77,2666643967031;-1168,15206931922;NA;7
"3654";"VIT Nisqy";"Player";"Red";"support";0,574867348498221;2,22387201481496;-2,75913478520931;3,05699897841057;-6,13381497146495;-85,4585933095774;-381,107899605952;NA;6
"3655";"VITB Fleshy";"Player";"Blue";"support";5,79096484137931;-16,042513849864;39,9930360630646;1,02456361123753;13,800949707478;1573,08477823759;6701,95505463696;NA;8
"3656";"VITB Fleshy";"Player";"Red";"support";4,55263975749485;-14,6471316924889;38,5067421519311;11,3926557679982;19,8858521190507;1382,73652436457;5810,38317187464;NA;9
"3657";"VITB Jopa";"Player";"Blue";"bottom";6,84086446076292;-3,14823649183654;4,41481177107873;-23,7167868048519;18,4549641034434;-790,052540576192;2252,41051124966;NA;8
"3658";"VITB Jopa";"Player";"Red";"bottom";9,14949310473722;-3,42085354318984;6,01665795087925;-24,6203063868656;46,6371199990831;-477,426907546917;4901,59784085993;NA;9
"3659";"VITB Lurox";"Player";"Blue";"jungle";7,75930599638954;-4,79015748913482;16,806486966921;-11,5189183250998;23,8886501158604;-168,607258547486;4157,94946126041;NA;8
"3660";"VITB Lurox";"Player";"Red";"jungle";7,21104217967572;-5,8200897687797;15,6132819153477;-5,02224407962993;39,2396003701209;-203,420009962236;4403,61243831171;NA;9
"3661";"VITB Vertigo";"Player";"Blue";"top";3,47128641254263;1,61686128872846;2,09875381972438;23,0931926971724;19,1678704779882;674,440776223597;1371,60092826525;NA;8
"3662";"VITB Vertigo";"Player";"Red";"top";3,52943821817697;1,39066974930967;4,07835261084419;7,33644986932574;33,7980307270699;145,37992194018;2896,29904952895;NA;9
"3663";"VITB Vetheo";"Player";"Blue";"mid";3,68268365678898;-7,60619003882239;14,6335216688818;1,54062726726984;32,5930780284085;1878,20201918187;1573,01604612239;NA;8
"3664";"VITB Vetheo";"Player";"Red";"mid";5,81896806164424;-9,3336297072747;10,3563665180038;20,2681318288689;75,3405844397813;1647,5494319471;3022,63496979234;NA;9
"3665";"VK Jmicta";"Player";"Blue";"jungle";-6,08257011364277;5,77106237362919;-8,33699215430085;2,37020695650748;-33,8243140008413;-177,828422058638;-4999,02937812749;NA;1
"3666";"VK motimotti11";"Player";"Blue";"bottom";1,7867265636024;0,74207967305759;-12,4187098279218;-0,596559873908243;19,7298874263515;121,130810863373;-2075,95841006177;NA;1
"3667";"VK Sag1rii";"Player";"Blue";"support";-2,15327439910348;3,3358267616614;-6,71450680834388;-1,14394126579168;-8,41240277790898;-984,266160220733;-2833,66432963664;NA;1
"3668";"VK udon";"Player";"Blue";"top";-2,26435908209603;2,93785535569709;-6,25576750920129;-5,63558682471472;-3,86217022417268;-256,052591604341;-3632,87534976247;NA;1
"3669";"VK velbellys";"Player";"Blue";"mid";1,53144243426215;2,20161694310968;5,04032724817519;-35,0529669828151;-96,0708043769852;-52,7661584849676;-2253,51394086355;NA;1
"3670";"VKS Boal";"Player";"Blue";"top";-2,09497963180868;2,62460730816614;-1,66250590375245;-3,81893900098057;-5,24920365698229;-83,7406899896758;-2927,28139260268;NA;5
"3671";"VKS Boal";"Player";"Red";"top";-1,59733028291544;1,35135240939029;3,03565583908527;-10,7329854623332;-17,5972701406818;-390,243741224922;-866,2641996978;NA;8
"3672";"VKS Disamis";"Player";"Blue";"jungle";1,26783913712861;2,38707941864383;-8,61088908766366;-7,52564370123723;-45,9116555633998;27,7078018248169;-1904,27666932357;NA;5
"3673";"VKS Disamis";"Player";"Red";"jungle";0,968313994007609;-0,865675440605344;-0,47593669795106;-8,66193829267412;-20,5017172622964;24,1770246058856;52,4087441068718;NA;8
"3674";"VKS Kisee";"Player";"Blue";"mid";-3,96075458816505;1,60026381818275;-3,42132101597822;-9,14849095436865;-24,3125551681972;-230,153268500197;-2965,09568738919;NA;5
"3675";"VKS Kisee";"Player";"Red";"mid";1,3426026199141;-1,28251316000528;-3,88339803114644;-2,05953421648521;7,3821126981638;232,426662551042;362,658548866351;NA;8
"3676";"VKS Morttheus";"Player";"Blue";"bottom";-2,38715018318039;0,818551277085761;-1,53859414631289;-1,38091110607124;-0,749395357270547;-515,657123497058;-2970,89601782184;NA;5
"3677";"VKS Morttheus";"Player";"Red";"bottom";0,821571380888066;-0,574879420561809;-0,918221371765069;8,36518368052445;34,6088744554236;-176,104956104607;1307,8673207955;NA;8
"3678";"VKS Qats";"Player";"Blue";"mid";-5,37411356927676;0,484579281571381;1,17560192168267;-16,8801795159791;-20,0299558597802;-262,498167352347;-2807,59209677445;NA;8
"3679";"VKS Qats";"Player";"Red";"mid";-2,26133162838063;-1,17565202757626;2,39470144063588;-8,78425178097597;25,6058742028769;-269,252465962066;-592,507566592916;NA;7
"3680";"VKS sarolu";"Player";"Blue";"jungle";-1,42980365110613;3,11400518323127;-7,28042902597788;-14,1219426115122;-69,9731116847241;-806,911310246999;-3232,71669699238;NA;8
"3681";"VKS sarolu";"Player";"Red";"jungle";-1,02312634477904;-0,519544303275799;-2,60778182951683;-3,12920198137023;-43,0336074278259;-809,070152997624;-1622,47095136951;NA;7
"3682";"VKS scamber";"Player";"Blue";"support";-0,530828822313616;-1,48031170829348;0,568680561264078;-1,93295379692176;-1,57649279407391;82,2385559323334;-623,786798617578;NA;8
"3683";"VKS scamber";"Player";"Red";"support";NA;NA;NA;NA;NA;NA;NA;NA;7
"3684";"VKS Smiley";"Player";"Blue";"bottom";-2,54286655532666;1,62377027574182;-2,26978787185814;-2,1642428751886;-21,3622443019825;-495,277793939728;-2099,95861661474;NA;8
"3685";"VKS Smiley";"Player";"Red";"bottom";NA;NA;NA;NA;NA;NA;NA;NA;7
"3686";"VKS Trymbi";"Player";"Blue";"support";-0,345249497053678;2,13970935895459;-4,26888132972649;-6,74536296325922;-8,67569148240302;-51,2285028168172;-1206,44135303557;NA;5
"3687";"VKS Trymbi";"Player";"Red";"support";-0,16431822921397;1,22980020490652;-1,45703351134049;-2,43622754955422;-1,76996989115549;-423,372103745162;-626,650313158304;NA;8
"3688";"VKS xyno";"Player";"Blue";"top";-3,19824406287937;3,33356365595716;-5,3233122772489;1,02601292386141;-19,4948242541131;-391,500100976396;-3414,11120548542;NA;8
